,line_text
35482,wish could andy plan night going see friend play called sweeney todd friend going see play
35483,noishe
35484,scene
35485,listen would like take andy play tonight
35486,please waste time know let knock right disrobe
35487,angela like anymore attracted anymore contractually obligated make baby
35488,give punch card
35489,want punch punch card take show
35490,contract
35491,well lot gray area clause want mediate
35492,alright fine go little show wearing cape
35493,thank
35494,dwight contractual agreement procreate five time plain simple develop feeling well would permissible item c clause would object faint smile
35495,hey salad
35496,fault
35497,parent used scramble find babysitter could take younger brother stuff understand hard tonight could
35498,keep looking
35499,yes
35500,really
35501,mean know maybe niece family never told
35502,oh gosh would amazing
35503,yeah
35504,lot reason
35505,yeah know neiche
35506,oh hey guy
35507,brought balloon play
35508,bigger man balloon bigger flower
35509,nice like
35510,yes
35511,nope
35512,guy
35513,made thank much
35514,actually thank erin one agreed babysit
35515,babysitting
35516,really wanted see andy play talented trying get babysitting game forever thirteen year old town complete monopoly almost like babysitter club
35517,understand like huge opportunity
35518,trying stuff balloon seat ridiculous think discourage people bringing balloon
35519,hey think guy playing sweeney todd plumber
35520,darryl guy world class actor daylight plumber
35521,plumber say bio apparently director discovered karaoke first play even audition
35522,kidding
35523,shhh listen overture recognize musical theme come back later
35524,right sorry god
35525,whispering man sitting beside work guy
35526,taking gum ugh gum seat work skirt go change
35527,bad gonna explain anything miss
35528,oh dwight move
35529,whispering man sitting beside name andy terrible salesman
35530,hello
35531,okay
35532,okay
35533,yes
35534,good
35535,enjoy second act
35536,thank steal bottle wine bar
35537,come dwight
35538,dressed like seed catalogue model
35539,dirty old gardening clothes car
35540,let go
35541,hey erin pam ya put cece phone talk yet okay calling see everything going yeah yeah good play play kind great mean fun hear andy sing appropriate setting really sorry make yeah thank much great time oh flashing light go thanks bye okay called everything fine
35542,everything fine
35543,relax
35544,relax let get sweeney
35545,seeing michael drink wine bottle michael bottle get passed around darryl meredith kevin
35546,checking e mail see got last minute break leg still love type text look like got anything maybe facebook wall
35547,cell phone unfortunately ham fisted production sweeney todd real terror come vocal performance new paragraph
35548,mr todd mr todd found
35549,monster judge locked cell phone chiming locked away phone continues ringing
35550,funny
35551,oh appears bird mine pocket whole time gone sleep closed beak michael laugh
35552,text message chime know let double check bird okay good mean silenced silenced killing killed murderer like sweeney todd see connects know murderer character know yet suspicious razor laying around spend time alone barber legit
35553,madhouse
35554,yes madhouse
35555,think bottle rolling think bottle rolling clanking
35556,sound like cece
35557,okay think everybody need relax
35558,see erin holding cece oh god go go
35559,oh god
35560,excited really irresponsible erin terrible babysitter
35561,think guy gonna see u gonna stop get ice cream go home
35562,okay pretty simple
35563,
35564,overlapping pam really play like minute put bed
35565,possible explanation could possibly know baby ice cream way
35566,sorry really wanted see andy guy made sound unmissable set car seat everything
35567,well car seat take hospital
35568,oh would take hospital
35569,know matter matter
35570,take home let guy finish stay late want
35571,good thank though
35572,okay alright bye cece
35573,okay
35574,alright well never leaving house
35575,together
35576,curtain call sweeney todd boo boo
35577,horrifying nunsense
35578,singing got way perfectly good murder
35579,car come
35580,mmm fruit much better dried already eaten like apricot
35581,hey
35582,silent look congratulation
35583,idea plumber pipe
35584,yeah good job well done
35585,hmm lot people booing one em
35586,get eye checked chucklehead
35587,cool michael saw guy kill bunch people good work
35588,boo
35589,well getting lot applause think indicative people really feeling
35590,would like booed
35591,would never happen
35592,boo boo
35593,okay appreciate feedback
35594,boo boo
35595,like
35596,ready
35597,yes oh scared okay kill kill kill
35598,pretend slit throat ah blood everywhere
35599,oh glad hanging outside work
35600,yeah
35601,okay kill
35602,okay
35603,right let
35604,actually dwight realize far walk exhausted
35605,okay smell
35606,think want go home okay count one time
35607,contractually obligated sex
35608,well tell
35609,tell tell mediator angela reach pocket ok oh way get rid angela pull hole punch punch card
35610,good night dwight
35611,good night
35612,would seat best seat house lot people think would front row actually right speaker converge sound like nail right
35613,awesome cell phone ring sorry hi gabe yeah stopped andy cast party say hi everyone oh sure pick soup want broth gabe okay see soup hang okay go thank much much fun really sorry missed play next time right promise
35614,awesome
35615,okay
35616,see later
35617,thank
35618,attempting move car seat like hurt locker
35619,night disaster
35620,disaster weird disaster think like gift bottle irish cream
35621,yeah
35622,could put orange juice
35623,get
35624,yeah
35625,let get juice
35626,yeah
35627,found
35628,hey going post show blue
35629,yeah guess could say
35630,yeah get every day work
35631,show really great andy
35632,interesting subject matter surprised pulled
35633,like amateur hour
35634,amateur production technically
35635,oscar enough sas please god wrong andy listen look eye thought awesome
35636,stop saying
35637,saying trust telling truth booed someone tonight filter thought terrible would booed thought done better job would saying nicer thing right thought exactly awesome better worse
35638,thank feel good
35639,say make feel good said total integrity
35640,andy sing u another song
35641,thanks feel like loner right
35642,oh come andy highlight
35643,come andy seriously
35644,okay right right right
35645,sings macy gray try everyone join
35646,criminal justice system people defended two separate equally important group police investigate crime district attorney prosecute offender story kun kun imitates vacuum cleaner cleaning lady aah dead body wrapped belt around neck look like classic case autoerotic asphyxiation yeah look like everyone tightening belt economy humming theme music last time saw victim happy last time saw john victim know talkin
35647,getting first act
35648,driving past line mexican men looking work hola hola necesito une bueno worker tu esporte come man walk away que que
35649,pick day laborer tell get paid six p five forty five certain in agent name mose schrute throw back van drop middle harrisburg tell canada
35650,hola tu e une buena worker
35651,el accento donde
35652,speak english
35653,ok good get car
35654,nod camera
35655,seeing worker dwight picked parking lot guy car
35656,new maintenance worker nate happy know taking care hornet nest griping
35657,yeah got stung dress
35658,poor hornet
35659,looking outside window left tool need die chooses correctly conquer hornet
35660,
35661,die
35662,uhh beg pardon
35663,phrase die become corrupted
35664,no coming employee
35665,interesting choice
35666,nate start walking away hornet nest put blowtorch yes
35667,smart
35668,yeah go away kelly nodding
35669,bat impressive
35670,oh stinging ow ow yelling around office
35671,walk office large fake mustache good morning erin mustache mean message
35672,giggle terrific
35673,many reason man would wear fake mustache work spinning chair fan outrageous love surprise love thing well
35674,seeing large red spot michael lip god wow
35675,shying away look sigh pimple phyllis avrile lavigne get time rock harder anyone alive
35676,pimple michael
35677,mean cancer
35678,wait definitely cancer
35679,good stop michael train thought early derails destroys entire town
35680,wait wait wait wait wait cold sore
35681,
35682,yup cold sore
35683,cold sore thank phyllis acne cold sore even cold know got
35684,know got smug expression face
35685,
35686,michael come cold sore herpes
35687,
35688,wait michael doctor take look really know
35689,know ton ton people herpes
35690,never seen herpes
35691,genitals genius
35692,penis
35693,michael ever tested std
35694,yeah last physical forty
35695,like ten year ago
35696,like four year ago
35697,michael least forty six
35698,least guessing forty six say forty six later office place band aid cold sore
35699,get treat body like outhouse
35700,know guy chill herp chat ok rea college tell number one sexually transmitted disease ignorance
35701,even wanna know thing
35702,walking hey guy angela leaf table exhales exit room
35703,happen get
35704,egg rely dormant woman year may even know
35705,know feel like one old timey sailor eye patch pirate voice damn fault woman every port
35706,port jan port holly por
35707,even holly clean okay anything gave
35708,may
35709,oh god
35710,need contact holly need notify crawling herpes
35711,okay know might might crawling herpes might gotten
35712,need contact every woman notify herpes infestation right thing
35713,way gonna
35714,
35715,make grunt attempt stop dwight dwight hang
35716,doctor seems obligation public health track anyone give u disease inform take overwhelming revenge person doctor normal guy enjoys revenge
35717,hi donna michael
35718,disease known cure sexually transmitted
35719,even say h
35720,r p e e
35721,calling see gave herpes would able avoid lot sucky conversation right
35722,stupid husband
35723,yes telling get tested herpes good bye
35724,long donna michael hang
35725,excuse everyone attention please
35726,
35727,mean
35728,always asking attention
35729,maybe like year ago
35730,seems recent
35731,
35732,andy reason seems recent many u never stood asked everyone attention seems like done several occasion
35733,everyone noticed entirely kind one due stigma prejudice
35734,oh got new phone asked everyone attention
35735,agreement around office thinking kept announcing score
35736,world international sport sits
35737,phone holly
35738,holly
35739,holly
35740,holly
35741,michael scott
35742,busted holly
35743,calling terrible crash
35744,oh really anyone killed
35745,lot people
35746,nun
35747,three nun michael laugh missionary south africa
35748,dwight look confused camera missionary position holly laugh
35749,singing ba na na na na hot pizza check see ba na na na got whole bunch pepperoni ba na na na na stop singing yeah looking anyone interested entering honest discussion sexual more taboo modern society rewarded pizza break
35750,still phone holly ever wonder life would like transferred
35751,yeah
35752,would twin dwight point towards corner lip indicating michael herpes
35753,think kid
35754,mmhmm
35755,week
35756,mhhmm would married
35757,sternly michael dating j year half know
35758,
35759,romanticize thing
35760,romanticize th dwight nodding mouthing yes
35761,michael cried tagline movie made
35762,arm leg hear see speak let nation
35763,made
35764,
35765,know getting upset break long time ago good memory
35766,ok alright gotta go
35767,michael michael hang
35768,camera forgot mention herpes
35769,come organically
35770,client accommodate uh supplier seeing michael dwight gentleman nice see moment could show conference room b client pharmaceutical aspect able
35771,raise daughter work director office purchasing hospital release album dorris day cover label knew tell
35772,nice see well
35773,yeah really happy astrid world laugh loving yeah kind supermom
35774,bringing home bacon
35775,yeah singing fry pan never never never let forget laugh love commercial
35776,understand reference
35777,well michael nice get call
35778,come right away urgent michael something tell michael shushes
35779,gonna keep suspense michael sigh
35780,long wait dwight would excuse u
35781,ok gonna head outta know lot talk ok operating theater open visitor never mind find
35782,changed
35783,wait
35784,kind person misremember relationship ever
35785,michael scott post mortem
35786,
35787,wanna dig relationship go see killed ok
35788,guy really bothered way certain people getting treated around think office better ok going show picture genitalia grossed remark around office andy hold p picture nude man
35789,andy
35790,black
35791,nope genitalia
35792,perfectly normal genitalia tuna going show another picture perfectly normal genitalia kevin grossed immediately office grossed
35793,blocking anybody everybody see
35794,normal big deal yeah sure herpes know normal anyone else
35795,beginning good
35796,well little bit learning curve conversation department sheet like jordan pippin
35797,well anything exciting knew wrong
35798,work together
35799,ok imagine princess fall guy beneath station queen like princess know queen like make wanna get queen
35800,princess
35801,princess queen
35802,sigh ok guy station
35803,assy awwhhh school
35804,singing learn
35805,might learned shape block clock color might learned sister brother
35806,herpes
35807,used think one least one called one wrong
35808,herpes like std consequence sex anyone else name consequence
35809,feel unbelievable
35810,writing board ok guess make pro column feel
35811,unbelievable
35812,ability express love physically magical thing
35813,express love magical
35814,feel amazing
35815,umm ok different feel unbelievable
35816,yes
35817,write
35818,feeling pure risk
35819,actually con column
35820,thrilling
35821,ok umm move thrill risk
35822,andy also negative sex
35823,yes thank
35824,unplanned pregnancy
35825,yes unplanned pregnancy
35826,admit baby mistake
35827,hey baby mistake surprise
35828,good
35829,sure regret child let move pro
35830,ok unplanned pregnancy going pro column
35831,next stop helene gonna wanna make left willow little way away uh remind
35832,know know trust jan judgment
35833,jan know paper
35834,talking paper relationship ability point man making bigger deal something really
35835,wait holly said
35836,yes
35837,forget michael today herpes
35838,know know
35839,gave going pay
35840,got
35841,answer question jan jan insane think got left willow
35842,trying god
35843,walk park dwight hi stranger long time
35844,michael dated
35845,michael
35846,oh hey dwight would take grandmother walk talk helene
35847,come old lady let go
35848,come
35849,tell safest form sex
35850,condom
35851,incorrect true form safe sex ok abstinence
35852,ohh ok realize trick question safest way go skiing ski office laugh
35853,thought bring case someone practicing abstinence anybody
35854,andy way personal question
35855,well someone could answer want look erin hopefully ok case show put condom using pencil stanley laugh
35856,
35857,would choose pencil andy
35858,well gonna use penis oscar exactly hard right anyway
35859,come give rest pencil dick
35860,meredith
35861,want
35862,well h di gah one appreciate right throw pizza box painting leaf
35863,go away time touch
35864,make really
35865,think
35866,quirky indie movie weird sort thing breaking rule end summer
35867,think come even expecting conversation like show ho self deluded michael memory failed greatly
35868,jerk walk
35869,michael attempting get car side michael parked close bush michael ignores walk building
35870,chef kitchen make perfect real entertainer
35871,real entertainer like billy joel
35872,michael
35873,carroll
35874,great
35875,great saw sign outside decided going pull maybe buy house
35876,call office ask
35877,
35878,receptionist told man called said ex lover
35879,weird
35880,yeah
35881,sound like nice guy
35882,know mean people really mean meredith
35883,really meredith erin broken
35884,relevant anything
35885,asked ok asked said quote good sir nothing would make happier hand hand hand hand specifically remember said weird way
35886,reason said asked politely difficult say
35887,let slide expect put whole erin thing behind
35888,oh wow another living room
35889,family room
35890,put tv put family
35891,michael
35892,someone told romanticize relationship
35893,know
35894,herpes
35895,together
35896,found today uh right
35897,oh oh talking
35898,mmhmm sorry
35899,doctor check
35900,specialist right
35901,yes yes michael actually make bigger deal thing need proposed fourth date
35902,well believe love first sight
35903,well love first either know thinking
35904,knew thinking time right seems ridiculous
35905,walking downstairs excuse someone died upstairs bathroom
35906,
35907,andy walk darryl office schedule meeting day slip away chit chat cry
35908,sweating
35909,know got upset advice stop cry
35910,cry sweating
35911,look need pick man alright win end heart character best self
35912,ok
35913,yeah
35914,idea problem standard advice good advice right
35915,answering machine holly flax come phone right please leave message sound tiny truck backing beep
35916,hi holly michael wanted call let know thinking said know weird today ended seeing lot woman used date mind great actually saw mostly freak show must real train wreck know holly wrong wrong remember every second u talking today feel anything like feel joke joked one actually happy hear know downgraded make u ok oh wait talk doctor might herpes bye
35917,
35918,oscar sucked face public part office presentation destroy stigma gay kissing recall
35919,yes
35920,may given sexually transmitted disease
35921,
35922,herpes duplex
35923,probably ingrown mustache hair exhaustive
35924,already contacted ex lover except
35925,never lover
35926,gonna need list every man ever sex talking train station men room
35927,flower shop firework celebration
35928,fence hole
35929,moolit gandala carrage drive central park
35930,wood behind liquor store swamp behind old folk home
35931,electric car dealership oscar get start leaving
35932,democratic primary
35933,oscar think abou think door slam
35934,look
35935,huh
35936,nice
35937,love cycling andy feel like tourist city literally wait wake every morning
35938,okay
35939,beaut
35940,beat horse horse bike peddles
35941,yes
35942,oh look pushing bike smooth roll
35943,yeah
35944,got lance armstrong bike
35945,yes
35946,as seat right
35947,nice
35948,meredith actual bicycle exact model us
35949,crashing sound michael
35950,oh god
35951,oh
35952,yes ride bike take spinning class three time month think know ride bike
35953,sure knew
35954,yes extra wheel back support pam jim begin wheeling mi chael mi chael
35955,yeah
35956,come michael yeah
35957,steer
35958,crash jim pam parked car oh god
35959,car
35960,
35961,ow grunt stumble foot never forget whoo
35962,look
35963,amazing look
35964,normal ugly
35965,well best got let go
35966,alright wait wait wait wait weird come slightly
35967,big meeting chief buyer frame select steve nash
35968,steve nash big though kind like scranton steve nash
35969,stop trying put term think understand condescending
35970,explaining
35971,steve nash
35972,phoenix sun point guard
35973,
35974,nothin
35975,mr jock hipster
35976,well neither thing
35977,reading cornell magazine whoa libby dirketts got married big red mazel tov libster ooh say dan becker fell side kilimanjaro climbing accident appears dan sherpa survived tell tale oh god
35978,dan okay
35979,died broccoli rob know guy showed picture facebook
35980,yes
35981,vermont based alum hear broccoli rob blatt state milk lobby new milk awareness song calci yum featuring phish trey anastasio say broccoli trey ton fun studio think hear song
35982,oh great news friend
35983,yeah yeah great
35984,know forget milk terrific reminder
35985,artsy musical one come treble four solo broccoli rob three right uhh
35986,go tell good receptionist
35987,oh ha ha ha dwight motion lobby
35988,crap
35989,danny cordray worst
35990,well worst mean best
35991,best salesman ever work osprey paper throop steal client dunder mifflin anyone
35992,situation worst
35993,also slept pam
35994,dwight mouthing yes
35995,tell em
35996,nothing happened went couple date never called
35997,never called thought said fizzled
35998,fizzling mean someone start fizzle
35999,yeah thought started
36000,liked couple day four year ago jim nodding repeatedly know kid right
36001,ahhh
36002,gonna intimidate okay
36003,okay great
36004,watch
36005,gonna watch
36006,speaking loudly anyway say biggest penis ever seen said know brought penis museum ticket thousand dollar well hello danny
36007,hey dwight good see jim hey
36008,shaking hand ya
36009,good see
36010,
36011,oh coffee
36012,like hell
36013,dwight
36014,coffee jim wake
36015,brainstorming session open anyone idea cell phone ring hold sorry sorry sorry hello
36016,hey jim listen important busy
36017,oh hey busy
36018,
36019,busy meeting
36020,jim okay yes
36021,listen gotta get cause pitching steve nash danny cordray
36022,need big gun yes
36023,yes
36024,say say
36025,big gun thing dwight grab phone stop
36026,see ten bye hold tight hang well know lot thought sale day behind honest reason got sale game reluctantly called back
36027,look reluctant michael look really eager
36028,laughing time kidding
36029,
36030,okay run door right
36031,knocking knockity knock knock back kidding knock office minute
36032,busy time sensitive work
36033,go sherlock holmes tell reflection glass entering point weight watcher dot com
36034,enter immediately forget
36035,starting band need keyboard
36036,nah play pleasure
36037,pleasure
36038,enjoy
36039,willing pay
36040,oh yeah
36041,yeah
36042,much
36043,sixty buck session
36044,crazy money take forty
36045,yes
36046,
36047,oh male model
36048,
36049,hello michael scott dunder mifflin paper company
36050,danny cordray osprey paper
36051,nice meet
36052,three guy one sale
36053,yeah well call overkill telling strategy
36054,well whatever work ya anyway right
36055,right
36056,good see guy nice meet
36057,buh bye could swear guy male model
36058,oh thank right count three showtime ready one two
36059,nope
36060,showtime mode since breakfast
36061,okay know right forget
36062,showtime
36063,showtime oh never mind let go
36064,knock door know michael scott together forever
36065,know problem loading dock right going deliver weekend
36066,know else gonna believe gonna say going offer paper cost know could get lotta trouble better shake hand right
36067,kidding
36068,shake shake
36069,oh
36070,okay thank
36071,thanks steve
36072,jim talked much
36073,
36074,yes
36075,stop stop done got bested pound elevator button door close button even close door
36076,feel losing sale like michael phelps came retirement jumped pool belly flopped drowned
36077,know always lose staple big guy osprey small company smaller excuse combat guy stanley combat
36078,sell better
36079,okay know clearly care leave
36080,would like stay pertains
36081,go outside take shot insulin nap okay
36082,always assume diabetes
36083,know frame build glass apple juice tell diabetic stanley stand leave see could tell sound made stood okay yes phyllis
36084,could try seduce
36085,oh god
36086,know learn trick
36087,show utmost secrecy
36088,office
36089,yes jim little tweaking becomes different office lure danny watch sell
36090,uh
36091,outta
36092,weird
36093,know stinger
36094,
36095,like movie
36096,think mean sting
36097,paul newman robert redford bank robber
36098,nope different movie
36099,sting sting
36100,two clock danny enters
36101,thanks hun
36102,meredith perfect choice play head company lunch break lined appointment danny really looking
36103,danny cordray great meet
36104,meredith van helsing pleased meet
36105,meredith van helsing
36106,van helsing respected professor vampire killer
36107,okay famous
36108,shhh hey mug
36109,know real tv right
36110,yes
36111,falsetto please mr president
36112,one second one second one second stop playing song point view little girl
36113,yeah
36114,singing
36115,yeah using falsetto
36116,good idea see good song
36117,yeah well sound lot better actually sang soul
36118,oh never sing soul
36119,lie
36120,could sing
36121,hoping maybe save voice case novelty song frog
36122,voice unique like bob dylan
36123,okay three way argument drummer keyboardist front man lead singer wonder gonna win one two three four
36124,gonna take coat mind bit warm
36125,hel lo
36126,oh
36127,people keep true nature hidden long guy smoldering like tire fire
36128,testify
36129,okay good looking understand everybody obsessed
36130,yeah good looking
36131,handsome
36132,okay
36133,great set shoulder got genetics creatine phone ring sorry yeah
36134,pull together right stop lookin
36135,sorry hang sell paper
36136,well actually uh miss van helsing meet see know good fit
36137,mean
36138,oh god making sell
36139,everyone finish listening song okay honest feedback time oscar
36140,pandering make think think stupid
36141,think could famous like car commercial something
36142,really kinda weird grown man singing point view little girl
36143,feel like see someone ice skating know like olympics
36144,think usually skate bad song
36145,rude helpful
36146,well really really really liked
36147,well really bum
36148,welcome
36149,think first date think going well bout
36150,real well uh feel like third date
36151,ha ha okay go phone ring meredith answer
36152,stay
36153,shut let hang know desk keeping u far apart
36154,never desk man always traveling road come huh
36155,oh
36156,well get meredith unbuttons
36157,oh
36158,oh man
36159,drink vodka man
36160,gotta get someone else right
36161,exec pennsylvania solartech
36162,sound fake
36163,mean
36164,told exec stark industry corporation inherited father
36165,stop stop stop story need meredith somewhere else asap okay
36166,okay
36167,taking gotta get soon
36168,right
36169,make pitch
36170,yes
36171,gotta see got
36172,exactly
36173,okay remember gay
36174,stop gonna great
36175,okay
36176,listen anything else happens roll
36177,meredith
36178,oh manuel manuel cleaning man speak english
36179,hola que tal
36180,como estas senor
36181,uh manuel cleano el window
36182,else got
36183,okay young hotshot stark industry bought company meredith fired whole new regime gotta pitch
36184,okay stark industry real run google larry sergey brought
36185,great sound awesome pitch
36186,let u
36187,point jim point michael
36188,yeah sure
36189,smell like scorpio ryan enters esteban another cleaning man speak english either esteban el flooro
36190,know may parked car compact space hate see others
36191,danny feel real connection gotta get real
36192,
36193,
36194,goin
36195,michael michael stop
36196,stop stop oh god enters office okay stop stop stop gross stop please everybody stop
36197,michael scott
36198,said stop okay danny pennsylvania solartech dunder mifflin paper company meredith palmer
36199,please meet
36200,get away please leave get go forever
36201,hmm
36202,owe sincere humble apology trying watch see sale technique could stop losing many client
36203,
36204,surveillance room next one
36205,okay set fake company hired homeless woman impersonate executive spy could copy sale technique
36206,yes sincerest form flattery
36207,crazy
36208,well
36209,gonna go
36210,okay know jim dwight behind wall surveillance room plan well
36211,
36212,
36213,oh well yeah right hey knocking wall good luck guy seems like got great operation
36214,point danny listen understand normally like wanted know trick
36215,mean trick trick man good salesman wanna copy copy open door leave
36216,stop stop stop close door good salesman want work
36217,sure seem like fun professional guy
36218,
36219,opening door leave
36220,hold hold forcing door closed hold hold wait wait wait wait wait wait danny want look want life better worse stay
36221,get way
36222,answer question want better life danny
36223,swear god gonna hit mean sorry upset right
36224,know know
36225,upset
36226,want freedom le freedom stay
36227,freedom
36228,give money better life let come go please freedom already know dunder mifflin best service best price beat u anyway imagine well would selling stuff
36229,everyone may attention would like introduce mr danny cordray going joining u new traveling salesman say hello danny
36230,kay know sort construction site italy go around treating people like meat respect respect reminds somebody anybody guess
36231,yeah see
36232,somebody office
36233,like better looking andy
36234,thanks kevin
36235,right sorta like little younger version
36236,hard judge accurately
36237,michael
36238,yes
36239,talk something
36240,may
36241,announcement made
36242,said
36243,michael
36244,
36245,michael think really want talk
36246,okay let right right let talk please let leave pointing danny leave let
36247,gotcha go michael office
36248,hired
36249,guy let ask something want life better worse stay
36250,okay well get ready cause gonna get better
36251,gonna get better gonna steal client
36252,wrong would stolen client know guy used steal sale u going steal sale u
36253,gonna sit seat
36254,need sit traveling salesman look going exclude good people staff simply threatening unless better argument suggest leave
36255,hmpf
36256,gonna park reserved parking spot
36257,good bye
36258,song truth
36259,yeah
36260,something really care
36261,reverse snobbery
36262,universal
36263,sometimes feel like life passed
36264,play soft chord sings get outta bed today wish alarm clock would go away
36265,oh nice
36266,holy crap kidding made amazing
36267,go ahead
36268,singing gonna today
36269,gonna today
36270,gotta closet full me gonna happy
36271,stink
36272,oh gosh almost time much another half hour
36273,oh worry
36274,wait seriously
36275,yeah
36276,like jamming friend
36277,one two three hit
36278,closet full me
36279,oh know funny wife went date
36280,ya
36281,yeah way way way back
36282,kidding told
36283,oh
36284,oh
36285,obviously even think called back
36286,snubbed
36287,dwight please
36288,let handle jim drop act cordray okay know probably thought pam meh thin without toned wanna tell something one plain hearty woman scranton make city great wear makeup pam mouthing wear makeup like better way steal client
36289,okay different
36290,oh different okay thief better check thing people fact key oh pocket false alarm okay awkward pause gonna workin
36291,uh mean yeah
36292,welcome aboard
36293,thank
36294,hey crazy um fine
36295,jim gonna take home shake danny hand
36296,oh
36297,pleasure
36298,thanks
36299,morning danny cordray stole sale go steal danny cordray sale mattered made boom funny thing even need already packer road chhguuh crap forgot packer
36300,singing playing drum sun eye tongue full fly would like share paaaaaaad
36301,croak monsieur
36302,falsetto croak madame
36303,mama mighta said bullfrog dog tell frog come sit log little pollywog
36304,find absolutely ribbiting
36305,croak croak croak bullfrog love
36306,croak
36307,ribbit
36308,scoopity splash
36309,nice
36310,one kinda badass right seems kinda crazy way might need right
36311,know look stanley took mug drinking oh
36312,stanley drank oj mug seem realize hot coffee question asked limit notice
36313,seven letter word purse
36314,sitting phyllis desk dressed like phyllis high pitched voice satchel
36315,nope start h
36316,shirtless wearing tie handbag
36317,hmmm glance andy thank
36318,shh shhh watch jim put cardboard box stanley monitor
36319,standing outside conference room wearing fake teeth watching stanley walk right everybody take seat may heard branch planet jupiter eight thousand percent sale
36320,look clock watch hold clock slow five clock see tomorrow
36321,turn around wearing mustache bye stanley love wave stanley leaf
36322,standing next pony long stanley
36323,night everybody
36324,kind statement making costume kevin
36325,statement making oscar kind look like michael moore
36326,dunder mifflin erin happy halloween haunt today
36327,lot people really getting halloween year put head fake bomb made cardboard high pitched voice six second macgruber lift head pam got lot fun stuff planned put head high pitched voice uh two second macgruber lift head including costume contest bobbing apple ouija board ohhh boom ohh explosion throw fake bomb take sunglass point camera macgruberrrr
36328,people really costume contest year might something prize maybe heard scranton wilkes barre coupon book worth fifteen thousand dollar saving
36329,stop
36330,hand around jim neck late real scranton strangler strangled right strangler get caught
36331,sound like someone really trying convince u scranton strangler
36332,chicken scranton strangler look pam oh ho funny look like someone decided dress old dwight schrute mom
36333,
36334,one third beautiful half height
36335,supposed olive oyl make sense standing next popeye jim want put costume
36336,place pipe mouth popeye
36337,never really costume guy even kid felt like something old morning pam hand little number hold popeye costume shake head
36338,dressed lady gaga case read poker face laugh reviewing sale policy accepts note michael read loud ten second read whole place blow
36339,macgruber
36340,oh go
36341,laugh oh like water ski lake erie wai dracula like water ski
36342,lake erie
36343,warehouse worker make delivery going encouraged offer client extra product split commission sale
36344,wait driver going able sell paper road
36345,correct
36346,
36347,gabe wad
36348,okay guy fun fun
36349,blackula
36350,dracula
36351,oh almost forgot find hilarious apparently corporate going driver sell paper route like exactly sort idea
36352,yes remember saying something like
36353,yeah sorry blew gotten credit man
36354,glad gonna try
36355,really good
36356,yeah cool
36357,okay reach shake darryl hand okay
36358,shirt
36359,oh ream paper thought might hit
36360,darryl philbin greatest guy world know like would like racist brought together take darryl philbin lunch see missing
36361,lean hobo sack refrigerator great stick right
36362,really good classic think might win whole thing
36363,thanks
36364,everyone realizes coupon book actually worth fifteen thousand dollar right spend two hundred thousand dollar crap actually need get fifteen thousand dollar worth benefit one see right
36365,
36366,
36367,excuse everybody want invite halloween party bar
36368,bar
36369,public school exit
36370,great name hilarious plus
36371,list
36372,hey man get plus five guy
36373,hey crowd like danny age
36374,okay
36375,think would leave jim danny
36376,know handsome
36377,pam gonna choose whoever scent like father anyone remember dad smelled like
36378,think
36379,hey hey hey quiet come hear danny guy heard used date pam
36380,four year ago stamford connecticut dating someone else pam went two date danny obviously greatest love story ever told given much people walking eggshell around u
36381,basically romeo juliet
36382,right
36383,except juliet great time romeo call back two date
36384,yikes
36385,learned love put arm jim shoulder cartoon sailor
36386,oh
36387,look handsome uniform please
36388,gonna
36389,tuna tuna want u skip party
36390,care
36391,never gonna forget danny pam forget nothing like elephant way
36392,know else pulling fake teeth mouth suck jim right also suck u get invited ton halloween party put teeth back
36393,yeah everyone else gonna stanley phyllis angela darryl creed maybe
36394,remove teeth creed going
36395,madge warehouse made first sale madge long time ago
36396,erin would please solid get darryl philbin speakerphone
36397,answer phone hello
36398,hi darryl come please
36399,good
36400,need stop shy come embrace really superstar
36401,embarrassing michael
36402,yeah bet gonna job well gotta get used embarrassed
36403,let put shoe hang phone dial tone
36404,lean toward erin um hit speakerphone button speakerphone button button hit sit
36405,whole delivery slash sale idea know whose idea darryl philbin thought way corporate fat suit
36406,happened
36407,got way said stopped corporate come idea know need know care take bullet gonna call gonna put speakerphone right
36408,oh fumble phone
36409,going straighten
36410,screw corporate probably stole idea anyway
36411,mmhm
36412,uh uh corporate stole nothing okay darryl told told giving darryl full credit need mimicking andy screw corporate anything like let give darryl round applause planned clap
36413,little peeved darryl right
36414,went gabe behind back
36415,go behind back went head
36416,went head go behind back
36417,taking someone behind
36418,shh michael listen cannot stand worker going straight corporate make job superfluous
36419,good idea though
36420,yeah another good idea corporate chain command need strangle darryl idea
36421,hey danny
36422,hey
36423,really sorry come party tonight
36424,looking forward throwing dart guy
36425,
36426,okay well uh mean maybe could like next halloween
36427,sure
36428,like totally caught middle
36429,talking
36430,well jim pam basically begged u go
36431,jim pam really want go
36432,really upset whole danny situation
36433,talk
36434,yeah wait tell said anything
36435,okay
36436,dead
36437,okay
36438,okay
36439,kelly great costume
36440,oh
36441,kelly cannot change costume middle day pam
36442,guy arguing one sixteen chance prize worth forty buck
36443,yeah shut oscar pam
36444,amazing prize mean even want give pam compliment blegh good job really want coupon book
36445,garbage magnet throw magnet garbage magnet god magnet interesting enough need tart design michael believe make mad
36446,staring gabe kevin hell talking
